Processo,Classe/Assunto,Relator(a),Comarca,Órgão julgador,Data do julgamento,Data de publicação,Ementa;;;;;;;;;;;;;;;;;;;;;;
"0801943-67.2014.8.12.0018,Embargos de Declaração Cível / Revogação/Anulação de multa ambiental,Des. Amaury da Silva Kuklinski,Paranaíba,4ª Câmara Cível,2018-07-18,2018-07-20,""Ementa: E M E N T A – EMBARGOS DE DECLARAÇÃO EM APELAÇÃO CÍVEL – DIREITO AMBIENTAL – INFRAÇÃO ADMINISTRATIVA – MERO INCONFORMISMO DO EMBARGANTE – AUSÊNCIA DOS REQUISITOS PREVISTOS NO ART. 1.022 DO CPC – IMPOSSIBILIDADE DE REDISCUTIR A MATÉRIA PARA FINS DE PREQUESTIONAMENTO – EMBARGOS REJEITADOS. I – Os embargos de declaração, mesmo quando manejados com o propósito de prequestionamento, são inadmissíveis se a decisão embargada não ostentar qualquer dos vícios que autorizam a sua interposição. II – Inexistentes os vícios contidos no art. 1.022 do Código de Processo Civil, não há como acolher os aclaratórios, mormente quando a intenção da parte embargante restringe-se tão somente a rediscutir matérias já apreciadas pela Corte. III – Se o acórdão está suficientemente fundamentado e não há qualquer omissão ou contradição, a oposição de embargos declaratórios por mero inconformismo e rediscussão da matéria desvirtua a finalidade do recurso, motivo pelo qual devem ser rejeitados.""";;;;;;;;;;;;;;;;;;;;;;
"1402773-96.2018.8.12.0000,Agravo de Instrumento / Revogação/Concessão de Licença Ambiental,Des. Amaury da Silva Kuklinski,Campo Grande,4ª Câmara Cível,2018-07-18,2018-07-20,""Ementa: E M E N T A – AGRAVO DE INSTRUMENTO – AÇÃO CIVIL PÚBLICA – AMBIENTAL – ALEGAÇÃO DE DEGRADAÇÃO – AUSÊNCIA DE LITISPENDÊNCIA – SUPOSTA INVASÃO DE ESPAÇO LIVRE DE UTILIDADE PÚBLICA – AUSÊNCIA DOS REQUISITOS NECESSÁRIOS PARA O DEFERIMENTO DA LIMINAR – DECISÃO MANTIDA – RECURSO CONHECIDO E DESPROVIDO. I - Quando as ações propostas possuem partes e causa de pedir totalmente diversas, não há se falar em litispendência, haja vista a ausência de comunicabilidade de fato e pedido. II - Tratando-se de liminar em sede de Ação Civil Pública, para sua concessão, necessária se faz a presença simultânea dos requisitos fumus boni iuris e periculum in mora. III - O art. 300 do CPC/2015, por prever medida excepcional, exige a presença cumulativa de requisitos para a concessão da tutela de urgência, de modo que, não constatada a probabilidade do direito e o perigo da dano ou o risco ao resultado útil do processo, não há se falar em concessão da medida.""";;;;;;;;;;;;;;;;;;;;;;
"0802398-98.2015.8.12.0017,Embargos de Declaração Criminal / Crimes contra a Flora,Des. Manoel Mendes Carli,Nova Andradina,1ª Câmara Criminal,2018-07-17,2018-07-19,""Ementa: E M E N T A – EMBARGOS DE DECLARAÇÃO EM APELAÇÃO CRIMINAL - CRIME AMBIENTAL – DATA DE INTIMAÇÃO DO RÉU - ERRO MATERIAL - SANEAMENTO REALIZADO SEM IMPLICAR EM EFEITO INFRINGENTE - DE. CORREÇÃO - INEXISTÊNCIA DE OMISSÃO - REDISCUSSÃO DA MATÉRIA - MERO INCONFORMISMO – EMBARGOS DE DECLARAÇÃO PARCIALMENTE ACOLHIDOS. No presente caso, deve ser retificada a data de intimação do réu, corrigindo, assim, a obscuridade alegada pela parte embargante, que, em verdade, trata-se de mero erro material, incapaz de alterar o resultado do julgamento. Não há falar em omissão na decisão hostilizada, tendo em vista que as razões declinadas pelo embargante, em verdade, traduzem mero inconformismo com o resultado do julgamento.""";;;;;;;;;;;;;;;;;;;;;;
"0900042-21.2017.8.12.0001,Apelação Cível / Dano Ambiental,Des. Amaury da Silva Kuklinski,Campo Grande,4ª Câmara Cível,2018-07-18,2018-07-19,""Ementa: E M E N T A - APELAÇÃO CIVIL – AÇÃO CIVIL PÚBLICA – INDEFERIMENTO DA PETIÇÃO INICIAL – INSERÇÃO DE AVISO NO CADASTRO AMBIENTAL RURAL – INFORMAÇÃO RELATIVA À JULGAMENTO DAS ADIs 4901, 4902, 4903, 4937 e ADC 42 – PERDA SUPERVENIENTE DO OBJETO ANTE O JULGAMENTO DAS AÇÕES – RECURSO PREJUDICADO.""";;;;;;;;;;;;;;;;;;;;;;
1402141-70.2018.8.12.0000,Agravo de Instrumento / Revogação/Anulação de multa ambiental,Des. Vilson Bertelli,Campo Grande,2ª Câmara Cível,2018-07-18,2018-07-18,Ementa: E M E N T A – AGRAVO DE INSTRUMENTO – INDEFERIMENTO DO REQUERIMENTO DE TUTELA ANTECIPADA – EXIGIBILIDADE DE MULTA POR AUTUAÇÃO AMBIENTAL EM DUPLICIDADE – PREVALÊNCIA DA AUTUAÇÃO DO ÓRGÃO AMBIENTAL ESTADUAL – INTELIGÊNCIA ART. 76 DA LEI N. 9.605/98. Somente é cabível a concessão da antecipação dos efeitos da tutela quando evidenciada a probabilidade do direito e o perigo de dano. Prevalece a autuação realizada pelo órgão ambiental estadual quando há aplicação de multa pelo mesmo fato por órgão ambiental federal. Inteligência art. 76 da Lei n. 9.605/98. Probabilidade do direito ausente. Recurso conhecido e não provido.;;;;;;;;;;;;;;;;;;;;;;
"1600592-41.2018.8.12.0000,Conflito de competência cível / Responsabilidade Civil,Des. João Maria Lós,Campo Grande,1ª Câmara Cível,2018-07-17,2018-07-18,""Ementa: E M E N T A – CONFLITO NEGATIVO DE COMPETÊNCIA – VARA DE DIREITOS DIFUSOS COLETIVOS E INDIVIDUAIS HOMOGÊNEOS E JUIZADO ESPECIAL DA FAZENDA PÚBLICA – AÇÃO INDIVIDUAL DE INDENIZAÇÃO PELOS DANOS MORAIS CAUSADOS POR IRREGULARIDADES EM ATERRO SANITÁRIO – QUESTÃO AMBIENTAL TRATADA TÃO SOMENTE DE MANEIRA REFLEXA – PREVALÊNCIA COMPETÊNCIA DO JUIZADO ESPECIAL DA FAZENDA PÚBLICA – CONFLITO PROCEDENTE. I. Recai sobre o Juizado Especial da Fazenda Pública a competência para processar e julgar pedido de dano moral individual ocasionado por suposta lesão ambiental provocada pelo Município, consistente em destinação errônea dada a aterro sanitário. II. A suposta lesão ambiental deve ser tratada tão somente de maneira reflexa, pois o dano ambiental pode afetar, simultaneamente, o bem jurídico ambiental e outros interesses jurídicos individuais. Na hipótese de dano individual, a decisão que vier a ser prolatada afetará exclusivamente a esfera de interesse das partes envolvidas, motivo pelo qual a competência não deve ser deslocada para Vara de Direitos Difusos, Coletivos e Individuais Homogêneos . III. Com o parecer. Conflito procedente. Competência do Juizado Especial da Fazenda Pública.""";;;;;;;;;;;;;;;;;;;;;;
"1405153-92.2018.8.12.0000,Agravo de Instrumento / Dano Ambiental,Des. Vladimir Abreu da Silva,Campo Grande,5ª Câmara Cível,2018-07-17,2018-07-18,""Ementa: E M E N T A - AGRAVO DE INSTRUMENTO – AÇÃO CIVIL PÚBLICA AMBIENTAL – INDENIZAÇÃO – PRELIMINARES – AFASTADAS - INVERSÃO DO ÔNUS DA PROVA – INCIDÊNCIA NÃO AUTOMÁTICA – ANÁLISE DO CASO CONCRETO – NECESSIDADE DE DILAÇÃO PROBATÓRIA A RESPEITO DA COMPROVAÇÃO DOS DANOS – PRECEDENTES JURISPRUDENCIAIS - RECURSO PROVIDO. 01. Não prospera a alegação de violação à regularidade formal, mais especificamente a inobservância do art. 1.016, IV/CPC, haja vista a falta de indicação do nome e endereço do patrono de corréu, uma vez que o fundamento do referida norma é para justamente informar o juízo ad quem acerca dos envolvidos no feito e permitir a intimação de todos das decisões a serem proferidas, preservando-se assim o contraditório e ampla defesa dos interessados. Como é possível de se notar, a regra possuía maior valia perante processos físicos, haja vista a possibilidade de desconhecimento da Corte quanto às partes envolvidas nos autos de origem, todavia, exigência sem o mesmo rigor na regência de feitos virtuais, tendo havido no feito a correta intimação de todos os patronos acerca da decisão monocrática proferida pelo Relator do recurso. 02. Em que pese a decisão objurgada não ter concedido tutela de urgência, mas apenas determinado a inversão do ônus da prova, e a petição de agravo nomine especificamente como tutela antecipada, em especial a ausência de seus requisitos, é possível notar que no específico capítulo da peça recursal atinente a tal discussão o agravante apenas defende a regularidade do procedimento adotado com relação às obras de infraestrutura urbana, de modo que a ausência de omissão do Poder Público Municipal afastaria os supostos requisitos da tutela de urgência. Assim, pautado no brocardo jurídico """"da mihi factum, dabo tibi ius"""", certo de que as razões recursais devem guardar relação com os fundamentos da decisão guerreada, que é o observado na hipótese, não prospera a preliminar de violação à dialeticidade. 03. Conforme precedente do Superior Tribunal de Justiça, no Direito Ambiental brasileiro, a inversão do ônus da prova é de ordem substantiva e ope legis, direta ou indireta (que se aplica a alguns casos, como por exemplo, quando se aplica o princípio da precaução), como também de cunho estritamente processual e ope judicis (hipossuficiência da vítima, verossimilhança da alegação ou outras hipóteses inseridas nos poderes genéricos do juiz, emanação natural do seu ofício de condutor e administrador do processo). 04. A inversão do ônus da prova tem como fundamento o princípio da isonomia e da busca pela verdade real, cabendo ao magistrado distribuir o ônus da prova em observância às condições das partes, diante das peculiaridades do caso concreto, de modo a contribuírem adequadamente à formação de seu convencimento, não configurando, assim, uma inversão automática do ônus da prova. 05. Recurso e provido.""";;;;;;;;;;;;;;;;;;;;;;
"0003329-52.2006.8.12.0017,Embargos de Declaração Cível / Dano Ambiental,Desª. Tânia Garcia de Freitas Borges,Nova Andradina,1ª Câmara Cível,2018-07-03,2018-07-17,""Ementa: E M E N T A – EMBARGOS DE DECLARAÇÃO EM APELAÇÃO – AÇÃO CIVIL PÚBLICA – DANO AMBIENTAL – ALEGAÇÃO DE OMISSÃO NO ACÓRDÃO – REDISCUSSÃO DA MATÉRIA – VÍCIO INEXISTENTE – EMBARGOS REJEITADOS. I - É de se rejeitar embargos de declaração se não ocorre qualquer das hipóteses do art. 1.022, do Código de Processo Civil de 2015, especialmente se a embargante pretende a rediscussão de matéria analisada pelo colegiado, com cujo resultado não se conforma.""";;;;;;;;;;;;;;;;;;;;;;
"1400893-69.2018.8.12.0000,Agravo de Instrumento / Dano Ambiental,Des. Marco André Nogueira Hanson,Corumbá,3ª Câmara Cível,2018-06-26,2018-07-13,""Ementa: E M E N T A – AGRAVO DE INSTRUMENTO EM AÇÃO CIVIL PÚBLICA – TUTELA DE URGÊNCIA E INVERSÃO DO ÔNUS DA PROVA – SUPERVENIENTE PERDA DO INTERESSE RECURSAL – INCIDENTE DE SUSPENSÃO DE LIMINAR PELO PRESIDENTE DO TRIBUNAL DE JUSTIÇA - MÉRITO RECURSAL QUE PERSISTE O INTERESSE – NULIDADE DA DECISÃO POR OFENSA AO CONTRADITÓRIO NÃO CONFIGURADA – INVERSÃO DO ÔNUS DA PROVA - DECISÃO MANTIDA – RECURSO EM PARTE CONHECIDO E, QUANTO À PARTE CONHECIDA, NÃO PROVIDO. I - A despeito da utilização deste agravo de instrumento não inviabilizar o uso do incidente de suspensão de liminar (§6º do art. 4º da Lei nº 8.437/92), como ocorreu no caso, a decisão proferida pelo e. Presidente deste Sodalício, até o trânsito em julgado da ação de origem, deve prevalecer até o julgamento desta, a teor do que dispõe o §9º do art. 4º da Lei nº 8.437/92, porquanto somente após o exame final da questão litigiosa na ação originária, com a formação da coisa julgada ou, ainda, caso o órgão especial venha a alterá-la, é que sucumbirá a decisão proferida no incidente. II - A jurisprudência do STJ, em se tratando de concessão de medida liminar em face da Fazenda Pública, em ação civil pública ou mandado de segurança coletivo, a despeito do que dispõe o art. 2º da Lei nº 8.437/92, admite, excepcionalmente, a mitigação dessa regra, dispensando a oitiva prévia para concessão da liminar, a fim de se resguardar bens maiores. III - Em ação ambiental, impõe-se a inversão do ônus da prova, cabendo ao empreendedor, responder pelo potencial perigo que causa ao meio ambiente, em observância ao princípio da precaução.""";;;;;;;;;;;;;;;;;;;;;;
"1401066-93.2018.8.12.0000,Agravo de Instrumento / Antecipação de Tutela / Tutela Específica,Des. Paulo Alberto de Oliveira,Campo Grande,2ª Câmara Cível,2018-07-11,2018-07-12,""Ementa: E M E N T A – Agravo de Instrumento – AÇÃO CIVIL PÚBLICA – CRIAÇÃO DE FUNDO ESTADUAL DO MEIO AMBIENTE PARA RECOLHIMENTO DAS MULTAS AMBIENTAIS – ANTECIPAÇÃO DOS EFEITOS DA TUTELA – AUSÊNCIA DE – VEROSSIMILHANÇA DAS ALEGAÇÕES E DE RISCO DE DANO – IRREPARÁVEL – OU – DE – DIFÍCIL – REPARAÇÃO – NÃO PREENCHIDOS OS REQUISITOS AUTORIZADORES PARA A CONCESSÃO DA TUTELA DE URGÊNCIA. 1. Discute-se no presente recurso a possibilidade de concessão da tutela provisória. 2. Não estando presente, simultaneamente, a verossimilhança das alegações (fumus boni iuris) e o perigo de lesão grave e de difícil reparação ao direito da parte (periculum in mora), e havendo, ainda, risco de irreversibilidade da medida, é de ser indeferida a antecipação dos efeitos da tutela. 3. No caso, manutenção da decisão que indeferiu a tutela provisória de urgência que pretendia a criação de um Fundo Estadual de Meio Ambiente, a fim de receber todos os recursos advindos de sanções pecuniárias aplicadas em infrações ambientais ou o depósito dos valores em outros fundos de natureza ambiental correlatos. 4. Agravo de Instrumento conhecido e não provido.""";;;;;;;;;;;;;;;;;;;;;;
"1413193-97.2017.8.12.0000,Agravo de Instrumento / Revogação/Concessão de Licença Ambiental,Des. Fernando Mauro Moreira Marinho,Corumbá,3ª Câmara Cível,2018-07-10,2018-07-12,""Ementa: E M E N T A – AGRAVO DE INSTRUMENTO – AÇÃO CIVIL PÚBLICA AMBIENTAL– LIMINAR CONCEDIDA PARA SUSPENDER AUTORIZAÇÃO AMBIENTAL EMITIDA PELO IMASUL POR SUPOSTA IRREGULARIDADE – DECISÃO PROFERIDA PELO PRESIDENTE DESTE TRIBUNAL DE JUSTIÇA, EM PEDIDO FORMULADO PELO ESTADO DE MATO GROSSO DO SUL, SUSPENDENDO A LIMINAR CONCEDIDA EM PRIMEIRO GRAU – ALEGADA LESÃO À ECONOMIA PÚBLICA PELA SUPRESSÃO DA ARRECADAÇÃO DE TAXAS PELO ÓRGÃO AMBIENTAL – PERDA SUPERVENIENTE DO OBJETO – RECURSO PREJUDICADO. .Resta prejudicada a análise do agravo de instrumento, quando por meio de decisão proferida pelo Presidente deste Tribunal de Justiça, o objeto do recurso é atingido, com a suspensão da decisão liminar, que obstou os efeitos de autorização ambiental concedida aos agravantes pelo Órgão Ambiental, para exploração de área do Pantanal Sul-Mato-grossense, cuja regularidade está sendo questionada em ação civil pública promovida pelo Ministério Público Estadual.""";;;;;;;;;;;;;;;;;;;;;;
"0802369-48.2015.8.12.0017,Apelação Criminal / Crimes contra a Flora,Des. Manoel Mendes Carli,Nova Andradina,1ª Câmara Criminal,2018-07-10,2018-07-11,""Ementa: E M E N T A – APELAÇÃO CRIMINAL – CRIME AMBIENTAL – RECURSO MINISTERIAL – PRECLUSÃO PRO JUDICATO – EMENDATIO LIBELLI – MOMENTO ADEQUADO PROLAÇÃO DA SENTENÇA – DESTRUIÇÃO DE FLORESTAS – PRETENDIDA CONDENAÇÃO – INVIÁVEL – RECURSO IMPROVIDO. Havendo erro na correta tipificação dos fatos descritos pelo órgão ministerial, ou dúvida quanto ao exato enquadramento jurídico a eles dado, cumpre ao togado receber a denúncia tal como proposta, para que, no momento que for prolatar a sentença, proceda às correções necessárias. Impõe-se à acusação o dever de comprovar a materialidade e a autoria do delito, de modo que, restando dúvidas acerca de qualquer uma delas, a absolvição é medida cabível. APELAÇÃO CRIMINAL CRIME AMBIENTAL (ART. 48 DA LEI 9.605/98) RECURSO DEFENSIVO PLEITO ABSOLUTÓRIO AUTORIA E MATERIALIDADE COMPROVADAS CONDENAÇÃO MANTIDA REDUÇÃO DO VALOR DA PRESTAÇÃO PECUNIÁRIA IMPOSSIBILIDADE RECURSO IMPROVIDO. In casu, o Apelante manteve uma construção (rancho) em área de preservação permanente, situada em área de preservação permanente, e tal conduta incide no tipo penal insculpido no art. 48, da Lei 9.605/98, pois a continuidade da ocupação impediu a recuperação natural da localidade. Depreende-se dos autos que o Apelante foi defendido por advogado durante toda a instrução processual, bem como, não há nos autos informações que comprovem a impossibilidade do Apelante de cumprir com a obrigação.""";;;;;;;;;;;;;;;;;;;;;;
"0809454-96.2016.8.12.0002,Apelação Cível / Dano Ambiental,Des. Júlio Roberto Siqueira Cardoso,Dourados,5ª Câmara Cível,2018-07-10,2018-07-11,""Ementa: E M E N T A – APELAÇÃO CÍVEL – AÇÃO DE INDENIZAÇÃO POR DANOS MORAIS – COMUNICAÇÃO DE SUPOSTO CRIME AMBIENTAL – INQUÉRITO CIVIL ARQUIVADO – RESPONSABILIDADE CIVIL AFASTADA – NÃO COMPROVAÇÃO DA MÁ-FÉ DO DENUNCIANTE – NÃO HÁ DEVER DE INDENIZAR – SENTENÇA MANTIDA – HONORÁRIOS RECURSAIS DEVIDOS – RECURSO CONHECIDO E DESPROVIDO. A priori, a comunicação de fato delituoso à autoridade policial, desde que não se revista de caráter doloso, culposo ou de má-fé (art. 186 do CC), configura o exercício regular de um direito (art. 188, I, do CC), mesmo que resulte em absolvição a ação penal que possa vir a ser intentada.""";;;;;;;;;;;;;;;;;;;;;;
"0800738-45.2015.8.12.0025,Embargos de Declaração Cível / Dívida Ativa não-tributária,Des. Eduardo Machado Rocha,Bandeirantes,3ª Câmara Cível,2018-07-10,2018-07-11,""Ementa: E M E N T A – EMBARGOS DE DECLARAÇÃO EM APELAÇÃO CÍVEL – EMBARGOS À EXECUÇÃO FISCAL – OMISSÃO – INEXISTÊNCIA – ARBITRAMENTO DE HONORÁRIOS RECURSAIS – AFASTADO – EMBARGOS PARCIALMENTE ACOLHIDOS COM EFEITOS INFRINGENTES. Não havendo na decisão embargada a omissão ventilada, relacionada a prática de infração ambiental que permite o redirecionamento da execução contra os sócios, matéria esta abordada e afastada, desacolhe-se os aclaratórios por se tratar de rediscussão. Segundo entendimento firmado pelo Superior Tribunal de Justiça para arbitramento de honorários advocatícios recursais é necessário, dentre outros requisitos cumulativos, a fixação da verba honorária sucumbencial desde a origem no feito em que interposto o recurso. Assim, diante da não fixação da verba sucumbencial em primeiro grau em favor dos embargados, afasta-se os honorários recursais.""";;;;;;;;;;;;;;;;;;;;;;
"1600534-38.2018.8.12.0000,Conflito de competência cível / Direito de Imagem,Des. João Maria Lós,Campo Grande,1ª Câmara Cível,2018-07-03,2018-07-10,""Ementa: E M E N T A – CONFLITO NEGATIVO DE COMPETÊNCIA – VARA DE DIREITOS DIFUSOS COLETIVOS E INDIVIDUAIS HOMOGÊNEOS E JUIZADO ESPECIAL DA FAZENDA PÚBLICA – AÇÃO INDIVIDUAL DE INDENIZAÇÃO PELOS DANOS MORAIS CAUSADOS POR IRREGULARIDADES EM ATERRO SANITÁRIO – QUESTÃO AMBIENTAL TRATADA TÃO SOMENTE DE MANEIRA REFLEXA – PREVALÊNCIA COMPETÊNCIA DO JUIZADO ESPECIAL DA FAZENDA PÚBLICA – CONFLITO PROCEDENTE. I. Recai sobre o Juizado Especial da Fazenda Pública a competência para processar e julgar pedido de dano moral individual ocasionado por suposta lesão ambiental provocada pelo Município, consistente em destinação errônea dada a aterro sanitário. II. A suposta lesão ambiental deve ser tratada tão somente de maneira reflexa, pois o dano ambiental pode afetar, simultaneamente, o bem jurídico ambiental e outros interesses jurídicos individuais. Na hipótese de dano individual, a decisão que vier a ser prolatada afetará exclusivamente a esfera de interesse das partes envolvidas, motivo pelo qual a competência não deve ser deslocada para Vara de Direitos Difusos, Coletivos e Individuais Homogêneos . III. Com o parecer. Conflito procedente. Competência do Juizado Especial da Fazenda Pública.""";;;;;;;;;;;;;;;;;;;;;;
"1400619-08.2018.8.12.0000,Agravo de Instrumento / Parcelamento do Solo,Des. Nélio Stábile,Deodápolis,3ª Câmara Cível,2018-07-03,2018-07-03,""Ementa: E M E N T A – AGRAVO DE INSTRUMENTO EM AÇÃO CIVIL PÚBLICA – TUTELA DE URGÊNCIA CONCEDIDA PARA OBSTAR ALIENAÇÃO DE TERRENOS DO LOTEAMENTO JARDIM EUROPA – AFASTADA – LOTEAMENTO DEVIDAMENTE APROVADO PELO MUNICÍPIO E REGISTRADO EM CARTÓRIO – AUSÊNCIA DE URGÊNCIA – APROVAÇÃO EM 2009 E AÇÃO AJUIZADA EM 2017. INEXISTÊNCIA DE PROVA INEQUÍVOCA DO ALEGADO DANO AMBIENTAL – RECURSO PROVIDO. A medida antecipatória concedida na origem, ao menos neste momento processual, deve ser revogada, tendo em vista que, em que pese o apontamento de irregularidades, o Loteamento Jardim Europa foi devidamente aprovado pela Prefeitura Municipal de Deodápolis e registrado no Cartório do Registro de Imóveis, sem impugnação por parte de terceiros. Não se vislumbra perigo de dano que justifique a tutela antecipada, diante da ausência de urgência, porquanto o loteamento foi aprovado em 2009 e a ação originária ajuizada somente em 2017. Ademais, necessária a instrução plena do feito, com observância do contraditório, ausente evidência inequívoca de que o loteamento aprovado e registrado contrariasse qualquer Lei vigente à época.""";;;;;;;;;;;;;;;;;;;;;;
"0821057-14.2012.8.12.0001,Apelação / Remessa Necessária / Dano Ambiental,Des. Marcelo Câmara Rasslan,Campo Grande,1ª Câmara Cível,2018-06-26,2018-06-29,""Ementa: E M E N T A – REEXAME NECESSÁRIO – APELAÇÕES CÍVEIS – AÇÃO CIVIL PÚBLICA – DANO AMBIENTAL – ASSOREAMENTO E DEGRADAÇÃO AMBIENTAL DA BACIA DO CÓRREGO BOTAS – ÁREA DE PRESERVAÇÃO PERMANENTE SOB A RESPONSABILIDADE DO MUNICÍPIO – VERIFICADA OMISSÃO DA MUNICIPALIDADE EM RELAÇÃO AOS CUIDADOS ESPECÍFICOS DA ÁREA – FALTA DE CONSCIENTIZAÇÃO AMBIENTAL DOS MUNÍCIPES QUE NÃO EXCLUI, TAMPOUCO DIMINUI A RESPONSABILIDADE DO ENTE PÚBLICO – NÃO ACOLHIDA JUSTIFICATIVA DA OMISSÃO BASEADA EM FALTA DE RECURSOS FINANCEIROS – DETERMINAÇÃO DO PODER JUDICIÁRIO EM OBRIGAÇÃO DE FAZER QUE NÃO CONSTITUI VIOLAÇÃO DO PRINCÍPIO DA SEPARAÇÃO DOS PODERES – CONDENAÇÃO DO DEMANDADO AO PAGAMENTO DE INDENIZAÇÃO POR DANOS MORAIS COLETIVOS – COMPROVAÇÃO DO NEXO CAUSAL ENTRE A CONDUTA NEGLIGENTE DA MUNICIPALIDADE E O DANO AMBIENTAL – RECURSO DO MUNICÍPIO CONHECIDO E DESPROVIDO – RECURSO DO MINISTÉRIO PÚBLICO CONHECIDO E PROVIDO.Restou sobejamente comprovada a omissão do Ente Municipal quanto aos cuidados específicos na área de preservação permanente localizada na Bacia do Córrego Botas que, ao decorrer de vários anos, além de abster-se de tal responsabilidade, também não observou as limitações do uso da referida área por comodatários, o que poderia, de certa forma, colaborar com a redução do impacto ambiental no local.De fato, parte do lixo encontrado na área, sem dúvidas, é proveniente da falta de conscientização e educação ambiental da população local, o que é notório, e que infelizmente é a realidade da maior parte das áreas de preservação ambiental que estão sob a responsabilidade do Município. Todavia, referido fato não dá azo ao apelante de abster-se de seus deveres, dentre eles, a resolução dos problemas de drenagem e manutenção de limpeza na área. Em nenhum momento houve notícias de que a indisponibilidade de verba pública tenha sido a causa da omissão e morosidade na resolução do problema ambiental levantado.A determinação para a execução de obras necessárias para a recuperação, manutenção e limpeza da Bacia do Córrego Botas com a finalidade de interromper os processos erosivos e recompor os danos ambientais já causados na região não configura interferência do Poder Judiciário na esfera de atuação do Poder Executivo, já que tal determinação se fez necessária em virtude do executivo não assegurar a garantia do direito ao meio ambiente preservado aos cidadãos.A reparação indenizatória é devida se houver lesão aos aspectos extrapatrimoniais do sujeito do direito, ao passo em que a conduta antijurídica seja também causadora de grande perda de valor ambiental capazes de atingir a coletividade. Comprovado o nexo causal entre a conduta do demandado e o dano causado ao meio ambiente, cujo equilíbrio ecológico é dirigido a todos, o Município deve ser condenado à reparação do prejuízo e do abalo ocasionado à coletividade.Recurso do Município de Campo Grande conhecido e desprovido.Recurso do Ministério Público Estadual conhecido e provido.""";;;;;;;;;;;;;;;;;;;;;;
"0800042-97.2011.8.12.0041,Remessa Necessária Cível / Obrigação de Fazer / Não Fazer,Des. Dorival Renato Pavan,Ribas do Rio Pardo,4ª Câmara Cível,2018-06-27,2018-06-29,""Ementa: E M E N T A – REMESSA NECESSÁRIA – AÇÃO COMINATÓRIA – OBRIGAÇÃO DO MUNICÍPIO EM RECUPERAR ÁREA DEGRADADA EM ESTRADA MUNICIPAL – DEVER RECONHECIDO – SENTENÇA RATIFICADA.- O meio ambiente natural se constitui em direito difuso da sociedade, amparado pela tutela jurisdicional, e o dano a ele causado deve ser obrigatoriamente reparado a fim de restabelecer o equilíbrio ambiental, a harmonização da qualidade de vida e da própria existência e sobrevivência do ecossistema.- Demonstrada a omissão municipal em realizar a conservação da via pública, deve ser determina a realização das obras necessárias para garantir a adequada prevenção a danos decorrentes do processo de recuperação da estrada.- Sentença ratificada, com o parecer.""";;;;;;;;;;;;;;;;;;;;;;
"0821215-98.2014.8.12.0001,Embargos de Declaração Cível / Poluição,Des. Sérgio Fernandes Martins,Campo Grande,1ª Câmara Cível,2018-06-26,2018-06-29,""Ementa: E M E N T A - EMBARGOS DE DECLARAÇÃO EM APELAÇÃO CÍVEL. AÇÃO CIVIL PÚBLICA AMBIENTAL. CERCEAMENTO DE DEFESA. PRELIMINAR AFASTADA. DECISÃO EXTRA PETITA. PRELIMINAR REJEITADA. MÉRITO. AUSÊNCIA DE REQUISITOS MÍNIMOS PARA FUNCIONAMENTO DE ESTABELECIMENTO EMPRESARIAL. ATIVIDADE POLUIDORA PRÓXIMA À UNIDADE BÁSICA DE SAÚDE. TERMO DE PERMISSÃO E USO, LICENÇA AMBIENTAL DE OPERAÇÃO E ALVARÁ DE LOCALIZAÇÃO DE FUNCIONAMENTO. INVÁLIDOS. MULTA DIÁRIA. RAZOABILIDADE. SENTENÇA MANTIDA. RECURSO NÃO PROVIDO. ALEGADA OMISSÃO. SANADA. EMBARGOS PARCIALMENTE ACOLHIDOS SEM EFEITOS MODIFICATIVOS.Acolhe-se os embargos de declaração, sem efeitos modificativos, tão somente para sanar a omissão apontada no tocante à ausência de pronunciamento a respeito da ação declaratória de ato administrativo n. 0809705-49.2018.8.12.0001.""";;;;;;;;;;;;;;;;;;;;;;
